#options: cpuid=1173503 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=25000/1000 input-res=768x432 interlace=0 total-frames=250 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:0 out:0 type:I q:20.38 q-aq:14.21 q-noVbv:20.38 q-Rceq:1.00 tex:197829 mv:27461 misc:2830 icu:1296.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-5.39;
in:16 out:1 type:k q:19.29 q-aq:13.62 q-noVbv:19.29 q-Rceq:1.00 tex:216538 mv:29115 misc:2779 icu:1249.00 pcu:44.00 scu:3.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-5.66;
in:8 out:2 type:B q:21.04 q-aq:15.41 q-noVbv:21.04 q-Rceq:1.00 tex:158272 mv:29710 misc:3026 icu:760.00 pcu:424.00 scu:112.00 tlayer:1 pbqpoffset:1.75 pbfactor:1.22 avgQpOffsetCutree:-5.03;
in:4 out:3 type:B q:21.42 q-aq:17.97 q-noVbv:21.42 q-Rceq:1.00 tex:76250 mv:25288 misc:3542 icu:178.75 pcu:775.00 scu:342.25 tlayer:2 pbqpoffset:2.13 pbfactor:1.28 avgQpOffsetCutree:-3.04;
in:2 out:4 type:B q:22.89 q-aq:21.47 q-noVbv:22.89 q-Rceq:1.00 tex:25239 mv:17356 misc:2909 icu:34.50 pcu:738.50 scu:523.00 tlayer:3 pbqpoffset:3.60 pbfactor:1.52 avgQpOffsetCutree:-1.63;
in:1 out:5 type:b q:25.90 q-aq:26.00 q-noVbv:25.90 q-Rceq:1.00 tex:4287 mv:7464 misc:1681 icu:7.25 pcu:651.25 scu:637.50 tlayer:4 pbqpoffset:6.61 pbfactor:2.15 avgQpOffsetCutree:0.00;
in:3 out:6 type:b q:25.90 q-aq:26.00 q-noVbv:25.90 q-Rceq:1.00 tex:4086 mv:7491 misc:1775 icu:5.00 pcu:645.00 scu:646.00 tlayer:4 pbqpoffset:6.61 pbfactor:2.15 avgQpOffsetCutree:0.00;
in:6 out:7 type:B q:22.90 q-aq:21.63 q-noVbv:22.90 q-Rceq:1.00 tex:25712 mv:16015 misc:2777 icu:34.75 pcu:772.75 scu:488.50 tlayer:3 pbqpoffset:3.61 pbfactor:1.52 avgQpOffsetCutree:-1.47;
in:5 out:8 type:b q:25.90 q-aq:26.00 q-noVbv:25.90 q-Rceq:1.00 tex:5267 mv:7862 misc:1751 icu:6.75 pcu:707.00 scu:582.25 tlayer:4 pbqpoffset:6.61 pbfactor:2.15 avgQpOffsetCutree:0.00;
in:7 out:9 type:b q:25.90 q-aq:26.00 q-noVbv:25.90 q-Rceq:1.00 tex:5117 mv:8341 misc:1830 icu:5.25 pcu:586.00 scu:704.75 tlayer:4 pbqpoffset:6.61 pbfactor:2.15 avgQpOffsetCutree:0.00;
in:12 out:10 type:B q:21.28 q-aq:17.29 q-noVbv:21.28 q-Rceq:1.00 tex:99037 mv:21986 misc:3329 icu:319.00 pcu:621.25 scu:355.75 tlayer:2 pbqpoffset:1.99 pbfactor:1.26 avgQpOffsetCutree:-3.52;
