#options: cpuid=1050111 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=25000/1000 input-res=768x432 interlace=0 total-frames=250 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:41 out:44 type:b q:29.09 q-aq:29.01 q-noVbv:29.09 q-Rceq:1.00 tex:8436 mv:11014 misc:2454 icu:9.50 pcu:699.00 scu:587.50 tlayer:4 pbqpoffset:7.52 pbfactor:2.38 avgQpOffsetCutree:0.00;
in:43 out:45 type:b q:28.69 q-aq:29.00 q-noVbv:28.69 q-Rceq:1.00 tex:8790 mv:11276 misc:2518 icu:8.75 pcu:728.00 scu:559.25 tlayer:4 pbqpoffset:7.52 pbfactor:2.38 avgQpOffsetCutree:0.00;
in:46 out:46 type:B q:24.99 q-aq:22.92 q-noVbv:24.99 q-Rceq:1.00 tex:58697 mv:19371 misc:4260 icu:124.00 pcu:882.75 scu:289.25 tlayer:3 pbqpoffset:4.43 pbfactor:1.67 avgQpOffsetCutree:-2.11;
in:45 out:47 type:b q:28.29 q-aq:28.07 q-noVbv:28.29 q-Rceq:1.00 tex:3690 mv:9573 misc:2169 icu:7.00 pcu:744.25 scu:544.75 tlayer:4 pbqpoffset:7.52 pbfactor:2.38 avgQpOffsetCutree:0.00;
in:47 out:48 type:b q:27.88 q-aq:28.00 q-noVbv:27.88 q-Rceq:1.00 tex:5246 mv:6440 misc:2122 icu:29.00 pcu:600.50 scu:666.50 tlayer:4 pbqpoffset:7.52 pbfactor:2.38 avgQpOffsetCutree:0.00;
in:64 out:49 type:k q:20.20 q-aq:17.06 q-noVbv:20.20 q-Rceq:1.00 tex:376766 mv:38539 misc:2695 icu:1282.50 pcu:13.50 scu:0.00 tlayer:0 pbqpoffset:1.91 pbfactor:1.25 avgQpOffsetCutree:-5.44;
in:56 out:50 type:B q:23.03 q-aq:19.60 q-noVbv:23.03 q-Rceq:1.00 tex:247939 mv:30591 misc:3078 icu:791.50 pcu:486.50 scu:18.00 tlayer:1 pbqpoffset:2.85 pbfactor:1.39 avgQpOffsetCutree:-4.90;
in:52 out:51 type:B q:23.61 q-aq:20.98 q-noVbv:23.61 q-Rceq:1.00 tex:113829 mv:33033 misc:4506 icu:240.50 pcu:883.25 scu:172.25 tlayer:2 pbqpoffset:3.44 pbfactor:1.49 avgQpOffsetCutree:-3.08;
in:50 out:52 type:B q:24.88 q-aq:23.65 q-noVbv:24.88 q-Rceq:1.00 tex:40951 mv:23098 misc:3839 icu:61.25 pcu:914.00 scu:320.75 tlayer:3 pbqpoffset:4.71 pbfactor:1.72 avgQpOffsetCutree:-1.70;
in:49 out:53 type:b q:27.88 q-aq:28.00 q-noVbv:27.88 q-Rceq:1.00 tex:9595 mv:10052 misc:2441 icu:5.50 pcu:697.75 scu:592.75 tlayer:4 pbqpoffset:7.71 pbfactor:2.44 avgQpOffsetCutree:0.00;
